Employee ID;Date of Joining;Gender;Company Type;WFH Setup Available;Designation;Resource Allocation;Mental Fatigue Score;Salary
fffe31003300360031003300;39522;Male;Product;No;2.0;5.0;6.6;14000
fffe3500350037003800;39517;Female;Service;Yes;2.0;3.0;5.4;6000
fffe32003300350035003400;39788;Male;Product;No;2.0;5.0;6.8;13000
fffe3600310037003400;39479;Male;Product;Yes;1.0;3.0;6.4;3000
fffe3200350036003400;39655;Male;Service;Yes;1.0;3.0;4.2;4000
fffe33003100350034003600;39775;Male;Product;Yes;2.0;3.0;3.7;13000
fffe3700390038003600;39453;Female;Service;No;3.0;5.0;5.3;8000
fffe31003200350033003800;39502;Female;Service;Yes;1.0;3.0;5.4;10000
fffe32003300320033003400;39730;Female;Service;No;2.0;5.0;6.7;8000
fffe31003900360035003900;39571;Female;Product;No;0.0;1.0;1.1;5000
fffe3400360036003800;39470;Male;Service;No;2.0;4.0;8.3;9000
fffe3100320032003000;39580;Female;Service;No;2.0;6.0;7.2;2000
fffe3900310038003900;39510;Female;Service;No;4.0;7.0;7.7;2000
fffe3500330032003600;39452;Male;Service;No;4.0;9.0;7.7;4000
fffe3700370034003000;39766;Male;Service;Yes;1.0;3.0;6.4;8000
fffe3100310038003800;39611;Female;Product;No;2.0;4.0;5.6;3000
fffe33003300350036003500;39716;Male;Service;No;3.0;8.0;8.3;1000
fffe33003400390031003600;39775;Male;Service;No;4.0;8.0;7.9;10000
fffe31003400370035003400;39579;Female;Service;Yes;1.0;3.0;5.1;10000
fffe31003600340039003900;39672;Female;Service;No;2.0;5.0;7.4;1000
fffe31003600350034003300;39501;Male;Product;Yes;5.0;10.0;9.0;9000
fffe32003900310033003300;39664;Female;Service;No;3.0;5.0;5.2;7000
fffe32003700300039003800;39777;Female;Service;Yes;2.0;5.0;5.3;7000
fffe32003600340036003300;39715;Female;Service;Yes;1.0;1.0;;13000
fffe31003100340039003600;39697;Male;Service;Yes;3.0;5.0;4.8;7000
fffe31003700340036003000;39755;Male;Product;No;2.0;4.0;5.8;5000
fffe31003600390030003700;39541;Male;Product;Yes;1.0;2.0;4.0;14000
fffe32003500320036003900;39676;Female;Service;No;3.0;6.0;7.2;6000
fffe32003200330033003700;39453;Male;Service;Yes;0.0;2.0;2.7;8000
fffe32003500380035003600;39463;Female;Service;No;1.0;2.0;4.4;9000
fffe32003900330030003800;39652;Female;Service;Yes;2.0;3.0;2.7;1000
fffe3700360031003700;39586;Female;Service;No;3.0;8.0;9.3;5000
fffe31003400350032003300;39691;Female;Service;Yes;2.0;5.0;4.7;15000
fffe31003000300034003900;39781;Female;Product;Yes;1.0;2.0;4.6;14000
fffe31003500370032003200;39609;Male;Service;No;3.0;6.0;6.4;9000
fffe31003400330039003100;39750;Male;Product;No;4.0;7.0;7.5;1000
fffe33003100340037003400;39605;Male;Service;No;2.0;3.0;5.0;12000
fffe33003300390033003500;39620;Female;Product;No;4.0;8.0;9.2;5000
fffe390035003800;39582;Female;Service;Yes;2.0;5.0;5.8;13000
fffe31003500310033003600;39775;Male;Service;No;1.0;4.0;5.2;11000
fffe31003600390032003600;39793;Female;Service;Yes;2.0;3.0;7.1;7000
fffe31003600300038003000;39638;Female;Product;No;3.0;5.0;4.1;11000
fffe3800390036003400;39506;Male;Product;Yes;1.0;3.0;4.1;4000
fffe33003100380031003200;39602;Male;Service;Yes;0.0;3.0;4.8;11000
fffe33003100390033003000;39732;Male;Service;No;2.0;5.0;7.4;4000
fffe31003100370034003800;39523;Male;Service;Yes;0.0;1.0;0.0;8000
fffe32003500370034003400;39644;Male;Service;No;1.0;4.0;;9000
fffe350039003100;39646;Male;Product;No;5.0;10.0;9.4;1000
fffe31003000340030003500;39560;Female;Service;No;2.0;3.0;4.5;7000
fffe33003300340034003300;39599;Male;Service;Yes;1.0;3.0;4.7;3000
fffe31003600330032003500;39785;Male;Service;No;3.0;6.0;9.3;3000
fffe31003400350037003900;39568;Male;Service;No;3.0;6.0;5.7;5000
fffe31003800370035003000;39761;Female;Service;No;4.0;6.0;8.1;5000
fffe3400320037003600;39759;Female;Service;Yes;2.0;4.0;3.9;7000
fffe33003100390034003000;39778;Male;Product;No;2.0;5.0;6.8;8000
fffe31003000340037003600;39725;Female;Service;Yes;2.0;4.0;4.4;7000
fffe3800380033003600;39646;Female;Product;No;3.0;6.0;7.5;13000
fffe33003300380030003100;39537;Male;Service;No;3.0;6.0;6.7;9000
fffe3900370035003800;39701;Female;Product;Yes;1.0;2.0;5.6;7000
fffe3800370031003400;39693;Male;Service;Yes;2.0;4.0;2.5;13000
fffe3600380039003100;39686;Female;Product;No;3.0;5.0;4.7;14000
fffe3100300039003200;39481;Female;Service;No;2.0;4.0;6.3;2000
fffe31003000330034003700;39668;Male;Service;Yes;2.0;2.0;3.8;9000
fffe33003400390034003000;39527;Male;Service;Yes;2.0;2.0;3.2;5000
fffe32003600360035003500;39598;Male;Product;Yes;0.0;1.0;;12000
fffe3900380031003100;39629;Female;Product;No;1.0;4.0;6.6;7000
fffe3200350035003000;39563;Male;Product;Yes;3.0;6.0;7.2;4000
fffe32003400310032003000;39679;Male;Product;No;2.0;5.0;8.7;12000
fffe33003200340033003300;39453;Male;Service;No;4.0;7.0;8.2;12000
fffe3800340035003200;39691;Female;Product;No;4.0;7.0;8.7;12000
fffe32003300360035003400;39556;Male;Service;No;2.0;6.0;6.5;3000
fffe3200380031003700;39453;Female;Product;Yes;1.0;3.0;5.3;2000
fffe31003200360035003900;39630;Female;Product;No;2.0;5.0;7.3;12000
fffe33003200320036003800;39717;Male;Service;Yes;0.0;2.0;3.3;14000
fffe31003500320035003500;39490;Female;Service;Yes;2.0;3.0;5.7;4000
fffe31003400330039003500;39590;Male;Service;No;3.0;6.0;8.0;8000
fffe32003600360038003200;39785;Female;Product;Yes;1.0;3.0;5.8;12000
fffe33003000;39636;Female;Service;Yes;2.0;3.0;3.0;14000
fffe33003300370036003900;39568;Male;Product;No;3.0;6.0;6.5;3000
fffe31003200310031003600;39766;Male;Service;Yes;3.0;6.0;;14000
fffe33003400320035003000;39646;Female;Product;Yes;2.0;3.0;5.2;9000
fffe33003100300036003800;39624;Female;Service;Yes;1.0;3.0;3.4;12000
fffe3200370037003800;39678;Male;Product;No;2.0;5.0;7.0;9000
fffe32003500300036003500;39600;Female;Product;Yes;1.0;4.0;5.4;12000
fffe32003800380034003300;39707;Male;Service;No;2.0;4.0;8.0;14000
fffe33003100350032003000;39478;Female;Service;Yes;2.0;5.0;6.7;6000
fffe31003300340031003000;39616;Male;Service;No;2.0;6.0;7.7;10000
fffe32003100390031003500;39768;Male;Product;No;3.0;6.0;7.9;5000
fffe3100380034003300;39476;Female;Product;No;4.0;7.0;8.0;6000
fffe31003100320030003300;39598;Male;Service;No;3.0;5.0;7.3;12000
fffe31003200350035003800;39516;Female;Service;No;3.0;6.0;7.1;14000
fffe31003200350034003500;39605;Male;Service;Yes;3.0;8.0;8.8;11000
fffe32003500380037003700;39534;Male;Product;Yes;3.0;5.0;5.3;4000
fffe32003500320031003100;39625;Female;Service;Yes;1.0;1.0;1.0;14000
fffe3700310035003300;39670;Male;Product;No;3.0;7.0;;6000
fffe31003300390035003400;39658;Male;Product;Yes;1.0;3.0;5.8;11000
fffe31003400390037003000;39564;Female;Product;Yes;3.0;5.0;4.6;14000
fffe32003600300037003100;39779;Male;Product;No;4.0;8.0;7.8;13000
fffe3900380038003700;39613;Female;Service;Yes;4.0;7.0;6.6;12000
fffe3600390031003300;39560;Male;Product;Yes;3.0;5.0;7.1;2000
fffe33003100390031003100;39682;Male;Service;No;3.0;6.0;8.2;14000
fffe3100320036003300;39771;Male;Service;No;4.0;8.0;5.8;9000
fffe3900350030003300;39562;Male;Product;Yes;3.0;4.0;6.0;12000
fffe32003300350036003100;39732;Male;Product;No;3.0;6.0;6.3;8000
fffe33003200360032003400;39665;Male;Service;No;3.0;3.0;5.1;1000
fffe31003400320038003000;39648;Male;Service;No;0.0;2.0;2.5;7000
fffe31003300310033003900;39660;Female;Product;Yes;2.0;4.0;3.0;12000
fffe3800300034003300;39735;Female;Service;Yes;2.0;5.0;6.2;15000
fffe32003200370031003200;39744;Male;Product;No;2.0;6.0;7.4;3000
fffe31003400340039003200;39656;Female;Service;No;1.0;3.0;5.1;6000
fffe32003600340039003600;39660;Male;Product;Yes;3.0;6.0;6.4;12000
fffe33003100370036003600;39575;Male;Service;Yes;4.0;8.0;6.3;4000
fffe32003600320031003600;39755;Male;Service;No;3.0;6.0;6.3;3000
fffe32003000380030003700;39645;Male;Service;No;2.0;4.0;6.2;5000
fffe32003700340034003800;39694;Male;Product;No;2.0;4.0;5.6;12000
fffe32003100350030003100;39505;Female;Product;Yes;1.0;3.0;5.1;7000
fffe32003400380031003200;39631;Female;Product;Yes;1.0;2.0;5.3;9000
fffe31003300370030003800;39459;Male;Product;No;4.0;8.0;8.4;1000
fffe32003500360031003400;39708;Male;Service;Yes;3.0;7.0;;14000
fffe3600370037003500;39585;Male;Product;Yes;1.0;2.0;3.4;7000
fffe32003300380034003100;39762;Female;Product;No;2.0;4.0;7.1;7000
fffe32003800310031003300;39740;Male;Service;No;4.0;8.0;8.4;5000
fffe31003700330031003300;39493;Male;Product;No;2.0;5.0;7.7;14000
fffe32003000300036003900;39687;Male;Product;No;5.0;10.0;7.8;11000
fffe31003200370032003100;39769;Female;Service;Yes;3.0;8.0;7.6;1000
fffe3500340039003400;39717;Female;Service;Yes;3.0;5.0;6.1;6000
fffe32003400330037003400;39547;Female;Product;Yes;3.0;6.0;6.0;3000
fffe31003000340039003900;39479;Female;Service;Yes;2.0;5.0;6.1;5000
fffe31003600350038003800;39707;Male;Service;No;5.0;10.0;9.3;7000
fffe3400320039003600;39755;Female;Service;No;0.0;1.0;1.1;9000
fffe3800310034003200;39603;Female;Service;Yes;1.0;4.0;6.1;6000
fffe31003500340033003600;39662;Male;Service;Yes;1.0;2.0;2.8;12000
fffe3700340036003200;39740;Male;Service;Yes;2.0;3.0;4.7;15000
fffe32003800340036003200;39657;Male;Service;No;4.0;7.0;8.1;7000
fffe3700390035003900;39685;Female;Service;Yes;1.0;2.0;2.3;7000
fffe32003500300039003100;39567;Male;Service;No;4.0;6.0;7.3;8000
fffe31003800340039003900;39542;Male;Product;Yes;3.0;5.0;6.0;4000
fffe32003200360032003300;39769;Male;Service;No;3.0;6.0;;15000
fffe3900370038003200;39634;Female;Service;No;4.0;7.0;8.6;10000
fffe3400300031003000;39756;Female;Service;Yes;1.0;2.0;5.1;10000
fffe31003700390036003500;39781;Male;Product;No;3.0;7.0;6.4;4000
fffe32003000390035003900;39733;Male;Service;No;2.0;5.0;6.5;11000
fffe32003400330038003700;39481;Female;Product;No;3.0;6.0;7.2;4000
fffe32003100300037003100;39682;Female;Product;No;3.0;6.0;5.6;13000
fffe32003700390038003300;39739;Male;Product;Yes;3.0;5.0;6.2;1000
fffe31003400380034003400;39594;Male;Service;No;3.0;6.0;7.2;2000
fffe31003500310036003100;39524;Female;Product;Yes;4.0;8.0;6.5;11000
fffe31003200360032003300;39779;Male;Product;Yes;3.0;5.0;6.4;12000
fffe33003400350032003300;39526;Female;Service;Yes;2.0;4.0;5.3;4000
fffe32003300300035003300;39798;Male;Service;No;1.0;3.0;3.6;11000
fffe33003200380031003700;39661;Male;Product;No;1.0;2.0;5.4;13000
fffe3700360039003000;39777;Female;Service;Yes;0.0;1.0;3.3;11000
fffe33003300310035003000;39459;Male;Service;Yes;1.0;4.0;6.8;9000
fffe31003500390036003900;39757;Male;Product;Yes;3.0;5.0;6.6;14000
fffe380037003500;39481;Male;Service;Yes;3.0;5.0;5.0;7000
fffe31003200330033003100;39638;Male;Service;Yes;2.0;3.0;4.1;12000
fffe31003200320032003700;39751;Female;Service;Yes;3.0;5.0;;9000
fffe33003000380031003700;39463;Female;Product;Yes;1.0;2.0;3.3;7000
fffe32003400320032003300;39652;Female;Service;Yes;3.0;7.0;7.0;7000
fffe33003000340035003500;39465;Female;Service;No;4.0;8.0;7.1;5000
fffe31003800320033003300;39714;Male;Service;No;2.0;4.0;4.5;4000
fffe3600390031003800;39705;Female;Product;Yes;2.0;4.0;7.2;10000
fffe33003300370036003700;39615;Female;Service;Yes;0.0;1.0;2.3;6000
fffe31003600390032003000;39540;Female;Service;No;2.0;4.0;3.9;5000
fffe32003000350038003100;39628;Male;Service;No;1.0;3.0;3.9;2000
fffe31003500330033003400;39735;Female;Service;Yes;2.0;2.0;3.9;4000
fffe32003000380032003800;39609;Male;Service;Yes;2.0;5.0;7.6;15000
fffe31003400350032003000;39563;Female;Product;Yes;2.0;2.0;2.9;4000
fffe31003300300037003700;39506;Female;Service;No;3.0;4.0;5.0;14000
fffe310032003900;39738;Female;Service;No;3.0;6.0;7.0;15000
fffe33003200380036003500;39773;Female;Service;Yes;2.0;4.0;5.0;1000
fffe3900340033003300;39719;Male;Service;No;1.0;2.0;5.6;14000
fffe33003000380036003000;39517;Male;Product;No;4.0;7.0;8.3;9000
fffe31003500300038003400;39558;Female;Service;Yes;3.0;6.0;4.8;1000
fffe3500350036003500;39788;Female;Service;No;2.0;5.0;5.2;1000
fffe3600350033003500;39583;Female;Product;Yes;2.0;3.0;4.2;5000
fffe33003200300037003100;39692;Female;Service;No;2.0;3.0;;4000
fffe3300310032003000;39751;Female;Service;Yes;2.0;6.0;8.6;13000
fffe32003100300034003800;39744;Male;Service;Yes;1.0;2.0;5.3;5000
fffe3300320038003500;39575;Male;Service;No;3.0;6.0;6.5;5000
fffe32003000330035003400;39477;Male;Product;No;3.0;6.0;6.5;2000
fffe3800330036003800;39568;Male;Product;No;2.0;4.0;4.3;2000
fffe3600360030003200;39473;Female;Service;Yes;1.0;3.0;6.5;9000
fffe3500380036003000;39625;Female;Service;No;3.0;5.0;6.2;3000
fffe31003200380036003500;39737;Female;Product;No;5.0;9.0;9.4;6000
fffe3200380038003300;39489;Female;Service;No;2.0;4.0;6.4;6000
fffe33003400390031003100;39641;Female;Service;No;3.0;6.0;7.6;14000
fffe3700320039003400;39772;Male;Product;Yes;3.0;7.0;8.6;14000
fffe31003600380030003100;39727;Female;Service;Yes;2.0;4.0;3.0;4000
fffe3900300035003800;39492;Female;Service;No;2.0;4.0;4.1;6000
fffe31003300360036003900;39727;Male;Service;No;1.0;3.0;6.8;12000
fffe31003100360032003200;39573;Female;Service;No;2.0;6.0;7.6;4000
fffe31003500340031003600;39543;Female;Service;Yes;2.0;5.0;5.9;12000
fffe31003000300034003700;39738;Female;Service;Yes;2.0;5.0;5.6;6000
fffe3600380032003700;39718;Male;Service;Yes;0.0;2.0;4.2;7000
fffe32003800310037003800;39528;Male;Service;No;2.0;4.0;;1000
fffe31003600370034003600;39767;Female;Service;Yes;3.0;5.0;7.5;3000
fffe32003400320038003600;39773;Male;Product;No;2.0;5.0;7.1;1000
fffe32003300340036003200;39494;Female;Service;No;3.0;6.0;8.3;15000
fffe3500300038003900;39730;Male;Product;No;3.0;5.0;7.7;6000
fffe31003500360036003000;39809;Female;Service;Yes;3.0;6.0;5.8;12000
fffe31003000390036003800;39671;Male;Product;Yes;4.0;7.0;7.0;6000
fffe3900320031003600;39460;Female;Product;Yes;2.0;3.0;2.8;9000
fffe33003300360035003400;39614;Female;Service;Yes;2.0;5.0;7.6;10000
fffe31003100370038003700;39806;Female;Service;Yes;1.0;2.0;5.1;1000
fffe33003300320034003500;39561;Female;Service;No;1.0;1.0;3.8;2000
fffe3300370033003700;39493;Female;Service;No;2.0;3.0;5.9;9000
fffe32003000320030003100;39699;Male;Service;Yes;2.0;4.0;3.6;3000
fffe32003400320036003000;39553;Male;Service;Yes;2.0;4.0;5.9;2000
fffe33003200330037003600;39787;Male;Service;Yes;2.0;4.0;4.3;11000
fffe31003900380031003100;39469;Male;Service;No;5.0;10.0;9.2;4000
fffe3700350035003200;39549;Female;Service;Yes;2.0;3.0;3.1;1000
fffe32003100310030003200;39762;Male;Service;Yes;2.0;3.0;3.9;13000
fffe31003100370031003400;39770;Female;Product;Yes;3.0;6.0;6.0;9000
fffe31003800370030003700;39540;Male;Service;Yes;1.0;2.0;3.5;3000
